dts,NSW_min,NSW_mean,VIC_min,VIC_mean,QLD_min,QLD_mean,SA_min,SA_mean,WA_min,WA_mean,TAS_min,TAS_mean,NT_min,NT_mean,ACT_min,ACT_mean
2002-03-28,0.0,0.006749336425843598,0.0,0.0001795489228794862,0.0,0.012743622183349507,0.0,0.00022951121893996385,0.0,1.1683606354119843e-05,0.0,3.376571274343026e-05,,,0.0,5.030446779130688e-06
2002-03-29,0.0,0.00990849405051646,0.0,0.00028441762196218165,0.0,0.01495408488135634,0.0,5.1925380912304806e-05,0.0,1.4448496484169823e-06,0.0,0.00022060712074017054,,,0.0,0.0007015796441294267
2002-03-30,0.0,0.006987686156940291,0.0,0.00022096414937297117,0.0,0.0018698293764224689,0.0,2.391795799227743e-05,0.0,5.705981436736172e-06,0.0,0.00011780333196604796,,,9.155413138017853e-05,0.00918676958960777
2002-03-31,0.0,0.0027611410473715316,0.0,3.798277048799703e-06,0.0,8.629926741374593e-05,0.0,1.082367011947626e-06,0.0,0.000618667293003116,0.0,2.922902055033676e-05,,,0.0,0.0
2002-04-01,0.0,0.0005361508059822188,0.0,4.516736395123639e-06,0.0,0.0001792083944911322,0.0,0.0,0.0,5.62448839254192e-05,0.0,5.465793361789776e-06,,,0.0,0.0
2002-04-02,0.0,0.0004893589357434856,0.0,3.2876106464469797e-05,0.0,0.000456781646222403,0.0,8.628347462634661e-06,0.0,0.00017604553226352202,0.0,1.2630753725789851e-05,,,0.0,2.129555803165325e-05
2002-04-03,0.0,0.0001168425206403286,0.0,7.103849178904781e-06,0.0,0.0004500339038307805,0.0,5.9836071986582884e-06,0.0,6.100965741029025e-05,0.0,2.107636705204695e-05,,,0.0,0.0
2002-04-04,0.0,0.00018627917165114783,0.0,0.0023949941180260626,0.0,0.0001260282178875297,0.0,0.0001603056133847387,0.0,6.633974300353582e-05,0.0,0.0015024235520282635,,,0.0,0.00012576116947826723
2002-04-05,0.0,0.0006170601493132815,0.0,6.564510316400598e-05,0.0,5.176730420576025e-05,0.0,1.5567261197924985e-05,0.0,4.62337204062048e-05,0.0,0.00013531395939769301,,,0.0,0.0
2002-04-06,0.0,0.00011215437945867311,0.0,1.924020946715199e-05,0.0,0.00010648632014388013,0.0,0.00025066914105177483,0.0,5.4706060316129574e-05,0.0,3.17652156324536e-05,,,0.0,0.0
2002-04-07,0.0,1.3060278707967902e-05,0.0,3.417625422651013e-06,0.0,0.00018439857273332627,0.0,6.176080289043758e-05,0.0,0.0006905749931883561,0.0,3.0903076710149855e-05,,,0.0,1.0060893558261377e-06
2002-04-08,0.0,6.970030121218261e-06,0.0,2.748601352450284e-06,0.0,0.00014060293291201818,0.0,0.0003212865296660621,0.0,0.00023286600669928618,0.0,0.0002685939405612131,,,0.0,0.00022100429516314155
2002-04-09,0.0,2.7909257030037184e-05,0.0,1.6504790855001228e-05,0.0,0.00017313304318041048,0.0,3.290160419144272e-05,0.0,0.0010282249029469237,0.0,0.00040520529348276127,,,0.0,0.0
2002-04-10,0.0,0.00018900521524260308,0.0,0.0003674952513297677,0.0,0.00018201881898370758,0.0,0.00014655955233300384,0.0,4.033538601830742e-06,0.0,4.452152357022944e-05,,,0.0,6.237754006122053e-05
2002-04-11,0.0,0.0005614640679028749,0.0,0.0005200953573519567,0.0,0.00010756895489692551,0.0,7.88951432839215e-06,0.0,1.0359160843070945e-05,0.0,6.757327689085585e-05,,,0.0013885709925993744,0.0042819162983960424
